Mean_time	Mean_qlow	Mean_qup	Priors
t_n660_Mammalia	182.456	162.75	217	ST(1.642,0.425,12.652,1714.565)
t_n661_Laurasiatheria	73.782	71.35	76.28	ST(0.694,0.006,0.431,4.953)
t_n662_Scrotifera	70.058	68.24	71.79	ST(0.678,0.006,0.37,4.464)
t_n663	68.47	66.82	69.91	0
t_n664_Fereungulata	66.658	65.18	67.64	ST(0.671,0.005,0.355,4.329)
t_n665_Carnivora	51.729	49.72	53.71	ST(0.538,0.027,-2.115,70.375)
t_n666_Caniformia	46.179	44.26	48.09	ST(0.467,0.031,-1.966,117.012)
t_n667_Arctoidea	39.696	37.77	41.36	ST(0.397,0.031,-1.415,427.391)
t_n668	34.737	32.65	36.24	0
t_n669_Mustelidae-Procyonidae	31.896	29.81	33.15	B(0.276,0.309)
t_n670	23.052	20.74	24.92	0
t_n671	20.065	17.9	21.91	0
t_n672	18.876	16.78	20.65	0
t_n673	17.5	15.49	19.22	0
t_n674	16.167	14.31	17.8	0
t_n675	15.358	13.55	16.95	0
t_n676	14.722	12.93	16.33	0
t_n677	14.482	12.67	16.11	0
t_n678	12.408	10.78	13.91	0
t_n679	9.875	8.48	11.28	0
t_n680	9.251	7.77	10.71	0
t_n681	7.142	5.73	8.56	0
t_n682	5.437	3.94	6.99	0
t_n683	2.757	1.73	3.98	0
t_n684	2.955	1.91	4.15	0
t_n685	0.026	0	0.09	0
t_n686	5.309	4	6.67	0
t_n687	2.811	1.82	3.97	0
t_n688	1.131	0.45	2.04	0
t_n689	5.79	3.83	7.83	0
t_n690	5.386	3.52	7.4	0
t_n691	9.486	7.51	11.42	0
t_n692	8.547	6.62	10.45	0
t_n693	7.286	5.3	9.34	0
t_n694	11.665	10.12	13.12	0
t_n695	9.822	8.42	11.17	0
t_n696	7.382	6.22	8.57	0
t_n697	5.458	4.54	6.44	0
t_n698	2.849	2.24	3.53	0
t_n699	1.825	1.43	2.28	0
t_n700	1.05	0.8	1.35	0
t_n701	0.716	0.53	0.94	0
t_n702	0.648	0.47	0.87	0
t_n703	0.058	0.02	0.11	0
t_n704	3.827	3.11	4.62	0
t_n705	9.07	7.6	10.47	0
t_n706	5.439	4.14	6.83	0
t_n707	6.85	5.63	8.1	0
t_n708	4.6	3.09	6.22	0
t_n709	3.318	1.93	5	0
t_n710	4.517	2.9	6.6	0
t_n711	2.123	1.47	2.97	0
t_n712	14.343	12.33	16.1	0
t_n713	12.704	10.81	14.46	0
t_n714	11.539	9.73	13.24	0
t_n715	6.745	5.43	8.11	0
t_n716	3.597	2.77	4.53	0
t_n717	2.613	1.97	3.36	0
t_n718	0.74	0.37	1.23	0
t_n719	1.583	1.15	2.09	0
t_n720	0.414	0.14	0.81	0
t_n721	0.332	0.1	0.69	0
t_n722	0.158	0.02	0.41	0
t_n723	12.916	10.57	14.98	0
t_n724	18.926	16.68	20.85	0
t_n725	7.715	6.03	9.46	0
t_n726	4.823	3.64	6.12	0
t_n727	2.953	1.79	4.3	0
t_n728	0.351	0.06	0.87	0
t_n729	2.242	1.27	3.42	0
t_n730	26.178	23.65	28.22	0
t_n731	22.442	19.83	24.64	0
t_n732	15.554	12.97	18.08	0
t_n733	5.259	2.93	8.22	0
t_n734	2.165	1.13	3.52	0
t_n735	0.316	0.05	0.85	0
t_n736	7.54	5.64	9.58	0
t_n737	3.067	1.81	4.68	0
t_n738	11.932	9.26	14.82	0
t_n739	10.751	7.99	13.86	0
t_n740	1.06	0.49	1.91	0
t_n741	32.797	30.53	34.49	0
t_n742	23.196	19.74	26.19	0
t_n743	15.79	12.87	18.86	0
t_n744	11.532	9.14	14.18	0
t_n745	0.009	0	0.04	0
t_n746	38.79	36.84	40.48	0
t_n747_Pinnipedia	26.363	23.95	27.62	B(0.2045,0.2729)
t_n748_Phocidae	17.685	15.11	20.18	B(0.1382,0.33)
t_n749	15.14	12.72	17.55	0
t_n750	9.743	7.94	11.66	0
t_n751	8.088	6.51	9.78	0
t_n752	3.42	2.57	4.39	0
t_n753	1.794	1.29	2.41	0
t_n754	1.326	0.87	1.88	0
t_n755	1.109	0.68	1.64	0
t_n756	1.033	0.2	1.95	0
t_n757	2.822	2.1	3.67	0
t_n758	2.557	1.9	3.33	0
t_n759	2.33	1.72	3.05	0
t_n760	5.787	4.53	7.19	0
t_n761	12.297	10.11	14.82	0
t_n762	10.268	8.36	12.59	0
t_n763_Lobodontini	7.562	6.01	9.51	B(0.0505,0.33)
t_n764	6.878	5.42	8.72	0
t_n765	4.387	3.34	5.72	0
t_n766	2.514	1.8	3.44	0
t_n767	10.831	8.78	13.24	0
t_n768_Otarioidea	18.097	15.75	20.48	B(0.1597,0.33)
t_n769	9.608	7.75	11.73	0
t_n770	5.613	4.35	7.19	0
t_n771	5.023	3.71	6.63	0
t_n772	4.454	3.42	5.75	0
t_n773	4.16	3.19	5.38	0
t_n774	3.818	2.93	4.96	0
t_n775	2.976	2.26	3.89	0
t_n776	2.74	2.03	3.62	0
t_n777	1.099	0.78	1.52	0
t_n778	3.53	2.7	4.61	0
t_n779	4.434	3.36	5.77	0
t_n780	1.262	0.55	2.32	0
t_n781	0.11	0	0.37	0
t_n782	23.642	20.16	26.6	0
t_n783	18.798	15.65	21.66	0
t_n784	8.955	6.99	10.86	0
t_n785	7.824	6.07	9.56	0
t_n786	6.713	5.16	8.27	0
