Mean_time	Mean_qlow	Mean_qup	Priors
t_n631_Mammalia	173.647	159.93	202.06	ST(1.642,0.425,12.652,1714.565)
t_n632_D.ordi-Myomorpha	53.658	50.84	55.31	ST(0.55,0.006,-0.171,6.759)
t_n633_Dipodidae-Muroidea	48.068	46.11	49.91	ST(0.473,0.017,-1.282,13.044)
t_n634	44.554	42.13	46.81	0
t_n635_N.galili-Muridae	39.259	36.97	41.55	ST(0.382,0.022,-0.67,36.812)
t_n636_Muridae	27.183	24.59	29.57	ST(0.174,0.035,3.117,381.97)
t_n637	25.619	23.09	27.93	0
t_n638_P.maniculatus-M.ochrogaster	21.701	19.45	23.79	ST(0.128,0.029,3.532,404.416)
t_n639	21.334	19.09	23.44	0
t_n640	19.109	17.03	21.1	0
t_n641	18.617	16.54	20.62	0
t_n642	17.967	15.94	19.94	0
t_n643	16.164	14.25	18.08	0
t_n644	14.592	12.75	16.43	0
t_n645	12.294	10.58	14.02	0
t_n646	11.765	10.11	13.46	0
t_n647	11.318	9.75	12.95	0
t_n648	10.676	9.17	12.28	0
t_n649	8.653	7.23	10.21	0
t_n650	7.939	6.56	9.42	0
t_n651	7.403	6.07	8.88	0
t_n652	6.906	5.57	8.38	0
t_n653	5.231	3.82	6.99	0
t_n654	2.088	1.12	3.35	0
t_n655	1.283	0.62	2.23	0
t_n656	0.801	0.32	1.51	0
t_n657	0.18	0.02	0.51	0
t_n658	2.232	1.12	3.71	0
t_n659	0.896	0.3	1.83	0
t_n660	0.38	0.07	0.94	0
t_n661	0.335	0.05	0.88	0
t_n662	4.957	3.68	6.48	0
t_n663	4.42	3.26	5.68	0
t_n664	3.834	2.77	5.03	0
t_n665	1.693	0.87	2.75	0
t_n666	2.065	0.65	4.02	0
t_n667	5.498	4.2	7.09	0
t_n668	4.908	3.72	6.34	0
t_n669	3.727	2.41	5.13	0
t_n670	1.42	0.65	2.49	0
t_n671	0.066	0	0.24	0
t_n672	1.728	0.73	3.17	0
t_n673	0.242	0.02	0.79	0
t_n674	3.987	2.81	5.3	0
t_n675	3.294	2.23	4.53	0
t_n676	2.519	1.46	3.74	0
t_n677	0.216	0.04	0.55	0
t_n678	0.145	0.01	0.42	0
t_n679	2.848	1.49	4.49	0
t_n680	7.675	6.29	9.18	0
