Mean_time	Mean_qlow	Mean_qup	Priors
t_n89_MAMMALIA	173.483	160.05	200.32	ST(1.642,0.425,12.652,1714.565)
t_n90_LAGOMORPHA	48.313	46.83	49.81	SN(0.474,0.008,0.293)
t_n91	31.263	27.32	34.8	0
t_n92	30.585	26.65	34.17	0
t_n93	29.741	25.81	33.36	0
t_n94	22.961	19.1	26.73	0
t_n95	13.416	10.69	16.28	0
t_n96	12.388	9.82	15.09	0
t_n97	11.275	8.89	13.83	0
t_n98	10.526	8.23	12.99	0
t_n99	9.012	7	11.22	0
t_n100	8.365	6.42	10.53	0
t_n101	4.765	3.46	6.34	0
t_n102	3.755	2.67	5.09	0
t_n103	0.945	0.58	1.46	0
t_n104	0.853	0.53	1.31	0
t_n105	0.749	0.46	1.16	0
t_n106	0.702	0.43	1.09	0
t_n107	2.903	2.02	4.03	0
t_n108	1.483	0.83	2.34	0
t_n109	0.414	0.24	0.68	0
t_n110	0.493	0.01	1.59	0
t_n111	3.249	2.13	4.68	0
t_n112	5.925	4.14	8.02	0
t_n113	10.563	8.26	13.08	0
t_n114	9.317	7.19	11.66	0
t_n115	7.48	5.74	9.44	0
t_n116	2.52	1.58	3.76	0
t_n117	1.893	1.11	2.95	0
t_n118	1.062	0.55	1.79	0
t_n119	0.344	0.09	0.77	0
t_n120	0.634	0.15	1.3	0
t_n121	2.022	1.13	3.17	0
t_n122	5.962	3.81	8.4	0
t_n123	4.511	2.7	6.85	0
t_n124	12.03	8.79	15.45	0
t_n125	11.258	8.12	14.62	0
t_n126	9.379	6.52	12.62	0
t_n127	4.536	2.72	6.92	0
t_n128	2.536	1.34	4.28	0
t_n129	0.483	0.07	1.32	0
t_n130	8.973	3.79	13.65	0
t_n131	28.237	24.1	32.08	0
t_n132	25.952	21.25	30.39	0
t_n133	11.866	6.63	18.39	0
t_n134	23.275	17.75	28.2	0
t_n135	25.378	20.76	29.7	0
t_n136	27.75	23.18	31.91	0
t_n137	12.152	8.36	16.37	0
t_n138	8.491	5.54	11.94	0
t_n139	5.883	3.58	8.83	0
t_n140	10.611	5.12	17.94	0
t_n141	17.921	13.52	23.21	0
t_n142	17.303	13.08	22.49	0
t_n143	14.193	10.65	18.81	0
t_n144	13.368	9.93	17.81	0
t_n145	8.016	5.59	11.09	0
t_n146	6.753	4.65	9.46	0
t_n147	6.172	4.19	8.74	0
t_n148	4.916	3.23	7.14	0
t_n149	1.403	0.77	2.39	0
t_n150	1.188	0.64	2.04	0
t_n151	1.013	0.54	1.76	0
t_n152	1.496	0.82	2.52	0
t_n153	2.054	1.08	3.53	0
t_n154	0.183	0.03	0.47	0
t_n155	1.402	0.68	2.53	0
t_n156	12.98	9.61	17.31	0
t_n157	9.472	6.88	12.61	0
t_n158	7.227	5.1	9.81	0
t_n159	6.298	4.43	8.59	0
t_n160	5.722	3.96	7.91	0
t_n161	4.445	2.98	6.31	0
t_n162	2.05	1.1	3.42	0
t_n163	5.181	3.43	7.34	0
t_n164	8.49	6.04	11.43	0
t_n165	13.746	9.97	18.75	0
t_n166	11.952	8.45	16.63	0
t_n167	7.413	4.68	10.81	0
t_n168	6.249	3.74	9.41	0
t_n169	0.719	0.21	1.64	0
t_n170	3.443	1.56	6.35	0
t_n171	4.022	2.13	6.86	0
t_n172	1.687	0.68	3.4	0
t_n173	10.105	7.01	14.31	0
t_n174_MONOTREMATA	34.518	13.07	87.84	B(0.1289,1.345)
t_n175_TACHYGLOSSIDAE	9.355	1.96	15.72	B(0.0258,1.345)
