Mean_time	Mean_qlow	Mean_qup	Priors
t_n487_Mammalia	172.348	159.85	195.69	ST(1.642,0.425,12.652,1714.565)
t_n488_Euarchontoglires	71.289	69.55	73.8	ST(0.695,0.007,0.32,7.619)
t_n489_Primatomorpha	66.539	65.06	67.93	B(0.64645,0.68)
t_n490_Primates	63.093	61.81	64.3	ST(0.655,0.01,-1.355,178.316)
t_n491_Haplorrhini	60.546	59.16	61.84	ST(0.622,0.011,-1.196,166.803)
t_n492_Anthropoidea	40.892	38.4	43.32	ST(0.415,0.021,-1.14,156.796)
t_n493_Catarrhini	29.639	27.84	31.45	ST(0.314,0.018,-1.23,314.095)
t_n494_Cercopithecoidea	19.424	18.21	20.74	ST(0.182,0.012,-0.054,88.157)
t_n495_Cercopithecinae	14.917	14.02	15.86	ST(0.136,0.009,-1.159e-07,10)
t_n496_Cercopithecicini	12.786	11.88	13.74	NA
t_n497	11.369	10.47	12.3	0
t_n498	10.66	9.77	11.56	0
t_n499	10.162	9.27	11.07	0
t_n500	9.416	8.53	10.32	0
t_n501	8.289	7.43	9.18	0
t_n502	4.163	3.42	5.03	0
t_n503	3.78	3.09	4.6	0
t_n504	2.889	2.33	3.57	0
t_n505	2.652	2.13	3.3	0
t_n506	2.323	1.85	2.9	0
t_n507	1.884	1.48	2.38	0
t_n508	1.368	1.04	1.77	0
t_n509	0.79	0.58	1.05	0
t_n510	2.439	1.94	3.06	0
t_n511	1.108	0.83	1.46	0
t_n512	1.012	0.76	1.34	0
t_n513	0.845	0.62	1.13	0
t_n514	0.762	0.56	1.02	0
t_n515	0.872	0.64	1.16	0
t_n516	5.113	4.27	6	0
t_n517	3.916	3.19	4.69	0
t_n518	3.697	3	4.44	0
t_n519	3.399	2.73	4.12	0
t_n520	1.648	1.04	2.45	0
t_n521	1.116	0.82	1.48	0
t_n522	0.838	0.6	1.13	0
t_n523	0.78	0.55	1.06	0
t_n524	0.9	0.62	1.25	0
t_n525	2.373	1.86	2.94	0
t_n526	0.955	0.66	1.32	0
t_n527	2.057	1.55	2.63	0
t_n528	3.667	2.94	4.46	0
t_n529	1.141	0.8	1.56	0
t_n530	8.813	7.92	9.71	0
t_n531	7.791	6.91	8.68	0
t_n532	5.915	5.08	6.77	0
t_n533	3.23	2.57	3.95	0
t_n534	2.912	2.3	3.6	0
t_n535	1.996	1.52	2.54	0
t_n536	1.733	1.31	2.23	0
t_n537	1.507	1.13	1.95	0
t_n538	1.065	0.77	1.42	0
t_n539	1.714	1.27	2.23	0
t_n540	1.393	1.02	1.83	0
t_n541	0.73	0.47	1.06	0
t_n542	7.911	6.94	8.88	0
t_n543	6.201	5.22	7.31	0
t_n544	3.867	3.12	4.73	0
t_n545	2.785	2.2	3.5	0
t_n546	2.226	1.74	2.82	0
t_n547	1.848	1.43	2.36	0
t_n548	1.353	0.93	1.86	0
t_n549	0.337	0.22	0.49	0
t_n550	11.915	10.94	12.99	0
t_n551	4.252	2.97	5.71	0
t_n552_Papionini	12.738	11.97	13.54	ST(0.1,0.009,0.641,145.414)
t_n553	9.256	8.52	10.05	0
t_n554	7.508	6.87	8.2	0
t_n555_M.nemestrina-M.fascicularis	6.343	5.79	6.94	ST(0.053,0.007,1.101,200.596)
t_n556	5.429	4.9	5.99	0
t_n557_M.fascicularis-M.mulatta	4.793	4.29	5.32	ST(0.039,0.005,1.207,108.063)
t_n558	4.48	3.99	5	0
t_n559	3.276	2.81	3.76	0
t_n560	2.6	2.18	3.05	0
t_n561	2.322	1.92	2.75	0
t_n562	1.077	0.81	1.37	0
t_n563	3.402	2.71	4.08	0
t_n564	2.354	1.76	2.99	0
t_n565	0.662	0.47	0.9	0
t_n566	5.684	4.98	6.4	0
