Mean_time	Mean_qlow	Mean_qup	Priors
t_n257_Mammalia	176.467	160.99	206.84	ST(1.642,0.425,12.652,1714.565)
t_n258_Chiroptera	60.194	57.85	62.94	ST(0.596,0.016,-1.239,13.572)
t_n259	56.047	53.11	59.08	0
t_n260	42.749	39.3	46.13	0
t_n261	41.467	38	44.87	0
t_n262	40.777	37.32	44.17	0
t_n263	39.565	36.16	42.92	0
t_n264	36.375	32.83	39.87	0
t_n265	32.592	29.08	36.1	0
t_n266	31.065	27.52	34.62	0
t_n267	24.583	20.41	28.66	0
t_n268	20.055	16.12	24.17	0
t_n269	16.577	12.81	20.55	0
t_n270	8.976	5.95	12.51	0
t_n271	7.004	3.95	10.63	0
t_n272	1.09	0.33	2.51	0
t_n273	0.542	0.1	1.44	0
t_n274	4.92	2.48	8.16	0
t_n275	6.738	3.89	10.2	0
t_n276	5.099	2.01	9.45	0
t_n277	11.985	8.6	15.82	0
t_n278	10.733	7.59	14.37	0
t_n279	8.27	5.59	11.5	0
t_n280	5.462	3.4	8.11	0
t_n281	0.738	0.14	1.88	0
t_n282	24.291	20.26	28.2	0
t_n283	10.548	7.55	13.94	0
t_n284	8.852	6.17	12	0
t_n285	6.408	3.61	9.72	0
t_n286	18.775	14	23.6	0
t_n287	11.073	5.55	16.99	0
t_n288	16.376	11.4	21.23	0
t_n289	6.869	3.22	11.73	0
t_n290	5.022	2.13	9.24	0
t_n291	9.221	5.24	13.95	0
t_n292	5.538	2.61	9.58	0
t_n293	35.489	31.78	39.11	0
t_n294	33.587	29.69	37.39	0
t_n295	29.717	25.32	34.02	0
t_n296	23.984	19.46	28.85	0
t_n297	22.15	17.86	27	0
t_n298	18.007	14.05	22.48	0
t_n299	14.787	11.04	19.04	0
t_n300	20.615	16.44	25.53	0
t_n301	18.179	14.2	22.86	0
t_n302	19.938	15.67	24.87	0
t_n303	16.425	12.05	20.68	0
t_n304	15.131	10.87	19.36	0
t_n305	9.424	6.1	13.26	0
t_n306	9.254	5.91	13.07	0
t_n307	12.524	8.78	16.46	0
t_n308	10.289	6.61	14.34	0
t_n309	39.391	35.86	42.87	0
t_n310	32.719	28.36	36.84	0
t_n311	20.801	16.16	26.69	0
t_n312	19.69	15.21	25.32	0
t_n313	18.812	14.36	24.24	0
t_n314	14.5	10.37	19.15	0
t_n315	8.871	5.67	12.79	0
t_n316	6.018	3.48	9.36	0
t_n317	26.437	20.47	31.64	0
t_n318	6.313	3.31	10.38	0
t_n319	37.531	33.6	41.3	0
t_n320	30.961	26.31	35.32	0
t_n321	7.125	3.1	12.81	0
t_n322	39.845	36.29	43.34	0
t_n323	30.134	23.53	35.72	0
t_n324	17.789	13.29	22.17	0
t_n325	13.462	8.68	18.33	0
t_n326	5.737	3.06	9.22	0
t_n327	2.018	0.59	4.37	0
t_n328	1.425	0.24	3.47	0
t_n329	14.239	9.66	18.93	0
t_n330	11.001	5.42	17.79	0
t_n331	40.585	37.11	44	0
t_n332	38.722	35.25	42.16	0
t_n333	32.752	29.28	36.33	0
t_n334	32.004	28.66	35.39	0
t_n335	27.34	24.28	30.49	0
t_n336	26.103	23.03	29.28	0
t_n337	22.62	19.12	26.15	0
t_n338	13.687	10.71	16.87	0
t_n339	11.567	8.74	14.66	0
t_n340	9.598	5.81	13.29	0
t_n341	5.726	3.03	9.02	0
t_n342	0.673	0.06	1.98	0
t_n343	7.248	3.56	11.29	0
t_n344	9.922	7.26	12.91	0
t_n345	7.538	5.15	10.33	0
t_n346	11.834	8.47	15.34	0
t_n347	8.974	5.92	12.37	0
t_n348	3.859	1.78	6.64	0
t_n349	16.319	10.77	21.3	0
t_n350	20.355	16.22	24.61	0
t_n351	9.691	5.92	14.36	0
t_n352	7.535	4.71	10.97	0
t_n353	4.883	2.66	7.89	0
t_n354	3.546	1.71	6.08	0
t_n355	4.902	2.36	8.2	0
t_n356	14.73	7.54	20.7	0
t_n357	19.968	17.26	22.83	0
t_n358	18.356	15.66	21.22	0
t_n359	17.592	15	20.35	0
t_n360	11.368	9.11	13.86	0
t_n361	10.781	8.59	13.2	0
t_n362	10.099	7.98	12.47	0
t_n363	9.422	7.42	11.66	0
t_n364	6.33	4.68	8.27	0
t_n365	3.445	2.31	4.87	0
t_n366	2.584	1.64	3.81	0
t_n367	2.013	1.29	2.96	0
t_n368	1.027	0.59	1.64	0
t_n369	0.559	0.21	1.08	0
t_n370	1.807	0.64	3.16	0
t_n371	3.757	2.33	5.49	0
t_n372	5.743	3.26	8.66	0
t_n373	4.623	2.41	7.36	0
t_n374	2.101	0.65	4.19	0
t_n375	3.017	0.82	6.05	0
t_n376	18.135	14.57	21.46	0
t_n377	19.636	9.01	29.31	0
t_n378	13.981	8.28	19.74	0
t_n379	2.871	0.79	6.04	0
t_n380	39.046	35.39	42.63	0
t_n381	36.951	32.51	41.02	0
t_n382	30.448	22.5	36.35	0
t_n383	10.483	3.19	19.63	0
t_n384	5.783	1.02	14.77	0
t_n385	22.636	15.7	29.98	0
t_n386	50.063	46.6	53.44	0
t_n387_Hipposideridae-Rhinolophidae	43.252	39.74	46.76	B(0.38,0.56)
t_n388	40.545	36.93	44.14	0
t_n389	38.178	34.57	41.79	0
t_n390	37.384	33.77	41	0
t_n391	36.611	32.93	40.3	0
t_n392	30.518	26.26	34.92	0
t_n393	28.375	24.71	32.08	0
t_n394	27.289	23.61	31.02	0
t_n395	24.284	20.38	28.2	0
t_n396	19.586	15.95	23.37	0
t_n397	17.804	13.85	21.78	0
t_n398	16.069	12.46	19.8	0
t_n399	13.951	10.53	17.58	0
t_n400	12.544	9.05	16.27	0
t_n401	11.662	8.22	15.38	0
t_n402	4.813	2.38	8.09	0
t_n403	9.015	6.1	12.34	0
t_n404	4.419	2.36	7.12	0
t_n405	12.93	7.07	17.95	0
t_n406	11.015	5.29	16.46	0
t_n407	10.454	3.74	17.82	0
t_n408	16.699	9.56	22.96	0
t_n409	13.4	6.19	20.32	0
t_n410	23.756	17.8	29.35	0
t_n411	19.577	15.53	23.92	0
t_n412	17.123	13.21	21.12	0
t_n413	15.827	11.66	20.01	0
t_n414	28.115	24.45	31.82	0
t_n415	27.394	23.59	31.21	0
t_n416	19.963	16.51	23.61	0
t_n417	17.133	13.44	20.93	0
t_n418	14.648	9.97	19.05	0
t_n419	10.399	6.17	14.99	0
t_n420	5.921	3	9.72	0
t_n421	2.464	0.46	6.38	0
t_n422	12.572	8.01	17.23	0
t_n423	11.487	7.11	16.09	0
t_n424	3.759	1.64	6.79	0
t_n425	14.124	10.94	17.58	0
t_n426	7.862	4.42	11.81	0
t_n427	2.239	0.82	4.44	0
t_n428	1.679	0.48	3.61	0
t_n429	5.862	2.39	10.38	0
t_n430	20.481	12.56	28.04	0
t_n431	26.574	20.7	31.64	0
t_n432	18.65	12.83	24.68	0
t_n433	32.856	28.82	36.83	0
t_n434	17.149	11.66	22.38	0
t_n435	8.349	4.61	12.95	0
t_n436	7.574	4.13	11.89	0
t_n437	6.566	3.45	10.61	0
t_n438	5.834	2.97	9.67	0
t_n439	4.749	2.21	8.29	0
t_n440	0.321	0.04	0.99	0
t_n441	14.432	9.13	19.85	0
t_n442	4.136	1.03	9.71	0
t_n443	21.883	16.54	28.48	0
t_n444	17.584	12.23	24.03	0
t_n445	3.505	1.38	7.12	0
t_n446	1.806	0.6	3.87	0
t_n447	20.138	14.74	27.01	0
t_n448	0.898	0.07	2.92	0
t_n449	31.239	27.36	35.16	0
t_n450	27.679	23.96	31.54	0
t_n451	22.771	19.25	26.51	0
t_n452	20.075	16.84	23.59	0
t_n453	19.515	16.35	22.96	0
t_n454	16.994	13.96	20.3	0
t_n455	14.666	11.93	17.68	0
t_n456	13.657	10.97	16.63	0
t_n457	7.119	4.46	10.2	0
t_n458	5.419	3.28	8.03	0
t_n459	3.374	1.64	5.74	0
t_n460	11.106	8.68	13.84	0
t_n461	10.169	7.87	12.79	0
t_n462	5.981	4.07	8.25	0
t_n463	6.082	4.09	8.47	0
t_n464	3.429	1.75	5.67	0
t_n465	2.56	1.33	4.26	0
t_n466	2.436	1.15	4.27	0
t_n467	0.569	0.06	1.58	0
t_n468	16.036	12.48	19.75	0
t_n469	12.644	9.37	16.19	0
t_n470	8.5	5.18	12.24	0
t_n471	6.088	3.31	9.53	0
t_n472	4.237	1.93	7.34	0
t_n473	0.883	0.12	2.45	0
t_n474	0.344	0.01	1.27	0
t_n475	4.151	1.94	7.08	0
t_n476	15.111	11.02	19.23	0
t_n477	1.75	0.43	4.21	0
t_n478	12.407	7.39	17.65	0
t_n479	21.382	17.74	25.36	0
t_n480	19.143	15.81	22.71	0
t_n481	18.03	14.6	21.64	0
t_n482	14.442	10.82	18.26	0
t_n483	12.421	8.78	16.35	0
t_n484	11.399	7.85	15.28	0
t_n485	9.436	6.06	13.29	0
t_n486	8.111	4.96	11.82	0
t_n487	2.947	1.14	5.61	0
t_n488	3.617	1.61	6.46	0
t_n489	9.148	6.3	12.4	0
t_n490	5.341	2.81	8.47	0
t_n491	0.121	0.03	0.3	0
t_n492	17.59	13.92	21.33	0
t_n493	15.505	11.29	19.64	0
t_n494	10.559	6.22	15.27	0
t_n495	5.352	2.26	9.59	0
t_n496	7.629	3.9	12.14	0
t_n497	8.095	4.64	12.29	0
t_n498	30.251	26.17	34.34	0
t_n499	18.283	13.5	23.02	0
t_n500	4.756	1.46	10.23	0
t_n501	48.462	44.88	51.94	0
t_n502_Megadermatidae-Craseonycteridae	41.086	35.84	45.78	B(0.339,0.478)
t_n503	21.114	15.19	28.56	0
t_n504	18.459	13.31	24.44	0
t_n505	14.962	10.28	20.43	0
t_n506	24.35	15.67	33.36	0
t_n507	9.444	3.99	17.02	0
t_n508	8.172	3.38	15	0
t_n509	10.257	4.14	18.47	0
t_n510_Monotremata	70.549	21.58	118.55	B(0.24459,1.332)
t_n511_Tachyglossidae	18.72	4.38	23.89	B(0.0258,1.332)
