Mean_time	Mean_qlow	Mean_qup	Priors
t_n268_MAMMALIA	176.374	161	207.16	ST(1.642,0.425,12.652,1714.565)
t_n269_SCIUROMORPHA	58.547	54.92	61.03	B(0.407,0.592)
t_n270	52.855	49	55.85	0
t_n271	47.469	43.53	50.79	0
t_n272	43.779	39.88	47.26	0
t_n273	42.017	38.16	45.38	0
t_n274	39.376	35.57	42.84	0
t_n275	35.564	31.92	39.03	0
t_n276	34.939	31.31	38.37	0
t_n277	33.304	29.81	36.58	0
t_n278	22.337	19.2	25.49	0
t_n279	17.808	15.11	20.6	0
t_n280	15.497	12.84	18.18	0
t_n281	13.947	11.27	16.71	0
t_n282	10.521	7.26	13.6	0
t_n283	9.417	6.11	12.61	0
t_n284	8.794	5.59	12.01	0
t_n285	4.344	2.42	6.49	0
t_n286	3.675	1.98	5.7	0
t_n287	2.198	1.04	3.81	0
t_n288	1.174	0.39	2.37	0
t_n289	0.667	0.13	1.63	0
t_n290	3.084	1.48	5.14	0
t_n291	1.564	0.52	3.16	0
t_n292	0.43	0.04	1.26	0
t_n293	2.187	0.8	4.36	0
t_n294	9.214	6.25	12.32	0
t_n295	6.519	4.41	9.28	0
t_n296	5.087	3.18	7.45	0
t_n297	3.431	1.82	5.49	0
t_n298	2.1	0.9	3.81	0
t_n299	1.461	0.56	2.86	0
t_n300	5.026	3.01	7.43	0
t_n301	0.25	0.02	0.79	0
t_n302	7.786	4.83	11.17	0
t_n303	12.497	10.19	14.9	0
t_n304	10.911	8.5	13.5	0
t_n305	9.679	7.43	12.11	0
t_n306	7.307	5.4	9.58	0
t_n307	3.893	2.44	5.67	0
t_n308	3.155	1.96	4.65	0
t_n309	2.983	1.87	4.41	0
t_n310	4.102	2.95	5.49	0
t_n311	2.135	1.11	3.44	0
t_n312	1.02	0.37	1.96	0
t_n313	1.543	0.72	2.62	0
t_n314	6.178	4.3	8.63	0
t_n315	4.328	2.98	5.91	0
t_n316	0.824	0.15	2.01	0
t_n317	10.192	6.56	13.55	0
t_n318	9.104	5.66	12.53	0
t_n319	3.929	2.04	6.2	0
t_n320	2.746	1.32	4.66	0
t_n321	2.356	1.09	4.16	0
t_n322	2.023	0.91	3.62	0
t_n323	0.264	0.03	0.77	0
t_n324	2.892	1.33	5.12	0
t_n325	9.07	5.8	12.4	0
t_n326	5.508	3.27	8.33	0
t_n327	7.358	4.5	10.82	0
t_n328	16.321	13.65	19.1	0
t_n329	6.716	5.15	8.75	0
t_n330	6.229	4.79	8.1	0
t_n331	5.914	4.54	7.69	0
t_n332	5.509	4.17	7.21	0
t_n333	2.709	1.73	3.96	0
t_n334	1.788	1.06	2.78	0
t_n335	0.927	0.41	1.68	0
t_n336	5.26	3.92	6.93	0
t_n337	3.706	2.56	5.15	0
t_n338	5.443	4.11	7.15	0
t_n339	4.27	3.06	5.79	0
t_n340	3.646	2.46	5.08	0
t_n341	4.321	2.98	5.97	0
t_n342	13.384	10.28	16.56	0
t_n343	5.7	3.73	8.15	0
t_n344	5.101	3.26	7.37	0
t_n345	1.907	0.94	3.31	0
t_n346	1.123	0.5	2.09	0
t_n347	0.556	0.19	1.16	0
t_n348	0.328	0.07	0.78	0
t_n349	0.084	0	0.31	0
t_n350	0.352	0.07	0.85	0
t_n351	0.952	0.27	2.14	0
t_n352	5.639	3.41	8.49	0
t_n353	3.876	2.1	6.07	0
t_n354	19.721	15.2	23.69	0
t_n355	4.547	2.28	7.22	0
t_n356	3.939	1.9	6.37	0
t_n357	1.027	0.27	2.37	0
t_n358	9.436	4.91	14.97	0
t_n359	23.293	19.89	26.84	0
t_n360	17.605	14.23	21.26	0
t_n361	12.365	9.44	15.64	0
t_n362	10.117	7.68	12.99	0
t_n363	9.584	7.27	12.28	0
t_n364	6.13	4.53	8.21	0
t_n365	5.756	4.24	7.69	0
t_n366	4.745	3.42	6.4	0
t_n367	4.447	3.17	6.03	0
t_n368	3.5	2.39	4.88	0
t_n369	2.967	1.98	4.2	0
t_n370	2.634	1.72	3.81	0
t_n371	1.9	1.17	2.89	0
t_n372	1.657	1	2.55	0
t_n373	1.295	0.74	2.06	0
t_n374	0.78	0.4	1.34	0
t_n375	0.633	0.3	1.13	0
t_n376	1.747	1	2.73	0
t_n377	3.608	2.44	5.09	0
t_n378	2.39	1.49	3.57	0
t_n379	1.647	0.87	2.7	0
t_n380	0.336	0.08	0.8	0
t_n381	1.953	1.15	3.03	0
t_n382	0.392	0.09	0.92	0
t_n383	5.963	3.46	9.38	0
t_n384	25.145	21.29	29.34	0
t_n385	23.576	19.82	27.65	0
t_n386	22.586	18.63	26.73	0
t_n387	17.551	13.85	21.56	0
t_n388	15.535	10.5	20.18	0
t_n389	8.051	4.62	12.6	0
t_n390	13.289	9.23	17.6	0
t_n391	14.273	10.08	18.81	0
t_n392	14.19	7.77	20.5	0
t_n393	29.959	24.55	34.67	0
t_n394	15.19	10.37	20.49	0
t_n395	10.918	6.39	15.71	0
t_n396	3.429	1.59	5.92	0
t_n397	40.22	36.39	43.65	0
t_n398	33.225	29.56	36.75	0
t_n399	28.056	24.56	31.51	0
t_n400	26.252	22.8	29.7	0
t_n401	14.52	9.81	19.29	0
t_n402	12.466	8.28	16.98	0
t_n403	11.53	7.59	15.86	0
t_n404	6.7	4.4	10.11	0
t_n405	4.793	3.32	6.55	0
t_n406	4.451	3.12	6.03	0
t_n407	0.871	0.37	1.62	0
t_n408	1.327	0.43	2.98	0
t_n409	2.638	1.04	5.13	0
t_n410	10.451	6.22	15.22	0
t_n411	8.657	5.03	13.4	0
t_n412	6.915	3.87	11.27	0
t_n413	2.885	1.04	5.71	0
t_n414	0.189	0	0.82	0
t_n415	2.156	0.63	4.81	0
t_n416	22.753	19.22	26.31	0
t_n417	19.494	15.8	23.18	0
t_n418	11.711	8.36	15.42	0
t_n419	5.451	3.58	7.67	0
t_n420	4.892	3.13	6.98	0
t_n421	12.221	8.12	16.61	0
t_n422	5.752	2.84	10.16	0
t_n423	23.972	20.52	27.61	0
t_n424	22.155	18.82	25.52	0
t_n425	18.718	15.33	22.14	0
t_n426	17.036	13.59	20.61	0
t_n427	13.076	10.18	16.18	0
t_n428	11.357	8.45	14.47	0
t_n429	3.356	1.38	5.95	0
t_n430	14.126	7.79	19.44	0
t_n431	9.129	4.42	14.71	0
t_n432	6.927	3.88	12.26	0
t_n433	6.114	3.3	11.21	0
t_n434	22.009	18.5	25.54	0
t_n435	16.995	13.71	20.65	0
t_n436	15.867	12.9	18.99	0
t_n437	13.005	9.25	17.02	0
t_n438	9.081	6.87	11.56	0
t_n439	8.516	6.43	10.92	0
t_n440	7.754	5.88	10.01	0
t_n441	7.231	5.52	9.35	0
t_n442	6.413	4.86	8.42	0
t_n443	6.117	4.61	8.08	0
t_n444	5.597	4.17	7.4	0
t_n445	5.006	3.64	6.69	0
t_n446	4.308	2.95	5.95	0
t_n447	0.719	0.28	1.4	0
t_n448	0.363	0.02	1.01	0
t_n449	0.521	0.19	1.1	0
t_n450	0.443	0.15	0.96	0
t_n451	0.146	0.01	0.51	0
t_n452	5.909	4.44	7.74	0
t_n453	5.175	3.78	6.82	0
t_n454	4.652	3.23	6.29	0
t_n455	3.539	2	5.28	0
t_n456	3.19	1.65	4.94	0
t_n457	1.443	0.42	2.9	0
t_n458	2.207	0.4	4.88	0
t_n459	12.794	9.33	16.39	0
t_n460	4.293	2.33	6.63	0
t_n461	3.308	1.7	5.5	0
t_n462	2.037	0.71	3.89	0
t_n463	30.607	25.79	35.04	0
t_n464	28.14	23.76	32.33	0
t_n465	24.456	20.82	28.24	0
t_n466	23.711	20.14	27.38	0
t_n467	22.862	19.29	26.43	0
t_n468	21.133	17.72	24.48	0
t_n469	18.771	15.35	22.22	0
t_n470	16.9	13.3	20.56	0
t_n471	15.49	11.92	19.15	0
t_n472	14.623	11.03	18.33	0
t_n473	6.339	3.86	9.95	0
t_n474	1.528	0.62	3.08	0
t_n475	0.771	0.23	1.8	0
t_n476	0.398	0.09	1.02	0
t_n477	11.552	7.36	15.67	0
t_n478	4.869	2.56	7.42	0
t_n479	4.082	2.15	6.31	0
t_n480	10.502	6.77	14.57	0
t_n481	6.041	3.23	10.33	0
t_n482	6.927	4.01	11.19	0
t_n483	10.441	5.91	14.98	0
t_n484	0.08	0	0.35	0
t_n485	11.013	8.17	13.98	0
t_n486	9.612	6.56	12.68	0
t_n487	4.119	2.31	6.22	0
t_n488	2.732	1.36	4.57	0
t_n489	5.093	2.9	7.72	0
t_n490	8.44	5.42	11.78	0
t_n491	2.479	1.15	4.42	0
t_n492	18.709	15.29	22.1	0
t_n493	15.827	12.88	18.87	0
t_n494	10.153	6.98	13.64	0
t_n495	8.409	5.5	11.92	0
t_n496	7.127	4.64	10.35	0
t_n497	5.228	3.29	7.85	0
t_n498	2.94	1.61	4.77	0
t_n499	10.819	7.63	14	0
t_n500	4.482	2.7	6.56	0
t_n501	9.796	6.68	12.93	0
t_n502	13.948	10.09	17.94	0
t_n503	18.687	14.43	23.03	0
t_n504	13.786	9.6	18.27	0
t_n505	13.518	9.05	18.27	0
t_n506	14.033	8.64	19.86	0
t_n507	9.427	5.6	14.19	0
t_n508	5.416	2.89	9.21	0
t_n509	13.098	7.1	19.67	0
t_n510	14.895	8.19	22.02	0
t_n511	13.13	6.73	20.1	0
t_n512	4.803	2.25	7.97	0
t_n513	3.653	1.63	6.25	0
t_n514	0.78	0.21	1.83	0
t_n515	0.441	0.02	1.32	0
t_n516	1.343	0.35	3.11	0
t_n517	29.395	22.77	35.98	0
t_n518	26.358	20.43	32.58	0
t_n519	7.126	4.57	10.71	0
t_n520	5.415	3.38	8.19	0
t_n521	4.493	2.72	6.79	0
t_n522	3.79	2.22	5.84	0
t_n523	3.357	1.92	5.27	0
t_n524	0.498	0.16	1.06	0
t_n525	21.376	16.33	26.63	0
t_n526	17.1	12.19	22.43	0
t_n527	16.541	12.1	21.47	0
t_n528	20.956	15.61	26.41	0
t_n529	12.384	6.85	18.33	0
t_n530	0.541	0.07	1.64	0
t_n531	4.574	2.39	7.41	0
t_n532	25.819	21.82	32.53	0
t_n533	6.75	5.17	10.06	0
