Mean_time	Mean_qlow	Mean_qup	Priors
t_n692_MAMMALIA	173.968	160.21	201.15	ST(1.642,0.425,12.652,1714.565)
t_n693_MURIDAE	22.271	19.36	25.34	ST(0.174,0.035,3.117,381.97)
t_n694	21.929	19.05	24.94	0
t_n695	18.956	16.41	21.6	0
t_n696	17.799	15.46	20.23	0
t_n697	14.064	12.12	16.12	0
t_n698_MURINAE	12.087	10.51	13.71	ST(0.085,0.021,3.794,547.445)
t_n699	11.657	10.13	13.24	0
t_n700	11.352	9.86	12.9	0
t_n701	10.511	9.14	11.95	0
t_n702	10.03	8.72	11.42	0
t_n703	6.568	5.54	7.67	0
t_n704	6.182	5.17	7.24	0
t_n705	6.02	5	7.08	0
t_n706	5.827	4.8	6.89	0
t_n707	4.79	3.86	5.8	0
t_n708	4.258	3.34	5.29	0
t_n709	3.302	2.46	4.24	0
t_n710	1.795	1.15	2.58	0
t_n711	1.6	0.99	2.35	0
t_n712	0.722	0.29	1.31	0
t_n713	0.252	0.05	0.59	0
t_n714	1.696	1.05	2.46	0
t_n715	1.425	0.83	2.13	0
t_n716	0.904	0.4	1.61	0
t_n717	3.534	2.54	4.55	0
t_n718	2.845	1.67	4	0
t_n719	0.427	0.08	1.04	0
t_n720	3.645	2.44	4.85	0
t_n721	2.743	1.56	4.04	0
t_n722	5.187	4.01	6.39	0
t_n723	3.235	2.37	4.17	0
t_n724	1.614	1.03	2.33	0
t_n725	1.257	0.8	1.85	0
t_n726	0.976	0.64	1.41	0
t_n727	0.378	0.19	0.64	0
t_n728	0.908	0.57	1.34	0
t_n729	0.184	0.04	0.42	0
t_n730	4.819	3.56	6.11	0
t_n731	2.175	1.35	3.27	0
t_n732	1.775	0.97	2.83	0
t_n733	2.802	1.31	4.53	0
t_n734	6.026	4.95	7.13	0
t_n735	5.385	4.28	6.53	0
t_n736	4.764	3.75	5.89	0
t_n737	4.285	3.28	5.45	0
t_n738	3.829	2.85	4.94	0
t_n739	2.972	2.04	4.02	0
t_n740	2.417	1.59	3.44	0
t_n741	2.077	1.29	3.08	0
t_n742	1.653	0.9	2.61	0
t_n743	0.805	0.36	1.46	0
t_n744	0.953	0.35	1.86	0
t_n745	0.334	0.09	0.76	0
t_n746	3.942	2.79	5.16	0
t_n747	1.191	0.54	2.04	0
t_n748	1.044	0.43	1.85	0
t_n749	3.443	2.19	4.69	0
t_n750	5.409	4.07	6.66	0
t_n751	2.676	1.5	4.03	0
t_n752_Mpahari-rest	6.872	5.95	7.88	ST(0.043,0.013,3.575,94.222)
t_n753	6.667	5.74	7.66	0
t_n754	6.263	5.32	7.27	0
t_n755	4.05	3.26	4.86	0
t_n756	3.833	3.04	4.65	0
t_n757	3.621	2.82	4.44	0
t_n758	2.798	2.1	3.58	0
t_n759	2.293	1.6	3.08	0
t_n760	1.172	0.73	1.72	0
t_n761	0.721	0.27	1.28	0
t_n762	1.99	1.41	2.67	0
t_n763	1.463	0.55	2.62	0
t_n764	3.68	2.81	4.54	0
t_n765	1.574	0.94	2.35	0
t_n766	1.098	0.56	1.8	0
t_n767	3.148	2.21	4.09	0
t_n768	2.734	1.85	3.69	0
t_n769	0.266	0.11	0.51	0
t_n770_Mcaroli-rest	4.368	3.78	5.01	ST(0.022,0.007,3.426,86.245)
t_n771_Mspretus-Mmusculus	2.013	1.69	2.38	ST(0.0101,0.003,3.38,83.529)
t_n772	1.648	1.31	2.03	0
t_n773	0.676	0.53	0.85	0
t_n774	0.582	0.45	0.74	0
t_n775	0.496	0.34	0.67	0
t_n776	0.27	0.15	0.42	0
t_n777	0.182	0.13	0.25	0
t_n778	0.027	0.01	0.05	0
t_n779	0.418	0.21	0.68	0
t_n780	4.074	3.5	4.7	0
t_n781	3.472	2.93	4.06	0
t_n782	2.87	2.23	3.54	0
t_n783	2.404	1.69	3.13	0
t_n784	2.455	2.04	2.92	0
t_n785	1.937	1.59	2.32	0
t_n786	9.95	8.62	11.37	0
t_n787	8.303	7.11	9.59	0
t_n788	6.741	5.69	7.89	0
t_n789	6.624	5.59	7.76	0
t_n790	5.774	4.81	6.83	0
t_n791	4.682	3.9	5.57	0
t_n792	4.23	3.5	5.07	0
t_n793	1.051	0.79	1.38	0
t_n794	0.192	0.13	0.27	0
t_n795	0.029	0	0.1	0
t_n796	2.953	2.38	3.6	0
